policy_label,observation_dim,direction_mode,surface_profile,env,profile_seed,outcome,passes,quality_ok,safety_ok,control_steps,contact_steps,sensor_fault_steps,force_action_mean,feed_action_mean,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c
frozen_champion14,14,same_xx,factory_prepolish,8,10000,fail_max_passes,1,False,True,2663,2566,0,-0.29024071897996623,0.48385717467710215,64.32441051328723,66.52140261596821,0.10876551625660047,0.08922999251952782,0.9608480236208377,0.839699102442717,0.37142815561817055,0.3266134685875258,42.00179856811342,25.65598265498641
frozen_champion14,14,same_xx,factory_prepolish,13,10485,success,1,True,True,2663,2566,0,-0.2908659381410747,0.48424180371842795,71.31894461855802,74.49916393788635,0.1102081799930013,0.08759774295071522,0.8652498892802382,0.7535322858574218,0.29035155727850476,0.2144992296876292,42.62699291300134,25.65475255965296
frozen_champion14,14,same_xx,factory_prepolish,15,10679,success,1,True,True,2663,2566,0,-0.2903088103480416,0.48429456945205157,73.58677277313951,76.22075155630051,0.11797044184215542,0.09322306228427771,0.9056165160222263,0.7911609827887354,0.0,0.0,43.388214520931086,25.654373378685708
frozen_champion14,14,same_xx,factory_prepolish,9,10097,success,1,True,True,2664,2567,0,-0.2901205123477691,0.4832633233687899,74.88902780324916,76.84771881050297,0.1048534053417113,0.0874127654973372,0.8516392507697492,0.7880211131674304,0.0,0.0,42.29966047319015,25.654915248966986
frozen_champion14,14,same_xx,factory_prepolish,10,10194,success,1,True,True,2664,2567,0,-0.29010642547014953,0.48332564277691886,75.98905656531805,77.13537046931624,0.10275890894663485,0.08456445624643749,0.8729691897102954,0.7968823531485238,0.0,0.0,42.96164862574968,25.654921236941618
frozen_champion14,14,same_xx,factory_prepolish,12,10388,success,1,True,True,2670,2573,0,-0.2849475167984708,0.4776479676421662,71.71716017005303,73.70436461656851,0.10824368536841011,0.08296201724104486,0.7967923551147045,0.6543035211115814,0.3122368181798629,0.2907490397155409,42.63313854345209,25.655448953711705
frozen_champion14,14,same_xx,factory_prepolish,11,10291,success,1,True,True,2691,2594,0,-0.26778578221111304,0.458571859498708,70.01933696454189,73.22345649633192,0.11579752698172271,0.09301607645466513,0.9018648500983217,0.8144418160868077,0.3473524712888444,0.3047570592645057,43.42105485124566,25.654579687553547
frozen_champion14,14,same_xx,factory_prepolish_deep_defect,21,10485,success,1,True,True,2917,2820,0,-0.1026426509078905,0.2678701612979613,68.87732322942051,72.90038291272137,0.11121332531572439,0.10305725843168853,0.9711680975040224,0.9320141379892795,0.6813744989506036,0.5909735298524843,42.62693359838014,28.90110986667104
frozen_champion14,14,same_xx,factory_prepolish_deep_stress,29,10485,success,1,True,True,2917,2820,0,-0.10246736878119882,0.26784953460694993,69.01975898203126,72.61733936235743,0.1118625582310833,0.10418616899001543,1.0548821647083244,1.0210710815875492,1.0692616349325843,0.963408812660015,42.62684928527576,28.9000374814002
frozen_champion14,14,same_xx,factory_prepolish_deep_defect,23,10679,success,1,True,True,2942,2845,0,-0.08526576334201584,0.2482958230475517,72.34853724822547,75.38440569600193,0.11882287163032079,0.10786373484223281,0.9607941949888772,0.8792847248102462,0.6028619709986998,0.4754242032682932,43.385542319418455,28.9862088040308
frozen_champion14,14,same_xx,factory_prepolish_deep_stress,31,10679,success,1,True,True,2952,2855,0,-0.07896896761647731,0.24133124505358983,72.2642691207899,75.18381606244603,0.11946275031622859,0.10950741579066639,1.1435052234195284,1.0892617500485422,1.0017035379363852,0.8609476892024536,43.385770279462896,29.077774559732116
frozen_champion14,14,same_xx,factory_prepolish,14,10582,success,1,True,True,2970,2872,0,-0.06694439174701469,0.2271013177605189,67.53806049167675,71.51513443910818,0.10579583314157778,0.08479240754801247,0.8367364282279963,0.7543666874888819,0.4917154488298825,0.43069442035259803,42.28676349898774,28.208185952943857
frozen_champion14,14,same_xx,factory_prepolish_deep_stress,30,10582,success,1,True,True,2975,2877,0,-0.06348406974382761,0.22323550123627448,68.24630522834991,71.58338181924427,0.10752376274332201,0.08720020917110875,1.0615011175440505,0.984680451029843,0.9937171137149643,0.8560251849145426,42.28691310332337,28.27241033902686
frozen_champion14,14,same_xx,factory_prepolish_deep_defect,22,10582,success,1,True,True,2977,2879,0,-0.06280565521372297,0.22241964599641328,68.22828529189829,71.77263382905447,0.10675861075058925,0.08613540472400591,0.9079745071254243,0.8298009131765791,0.6303288481309547,0.49987509694467164,42.28622124550963,28.294362010884104
frozen_champion14,14,same_xx,factory_prepolish_deep_defect,18,10194,success,1,True,True,2989,2892,0,-0.05513402824868084,0.21289710364001935,74.04904156819566,76.10068795072085,0.10321790565731323,0.09004640140852767,0.9193731784527189,0.8407713877157583,0.5183490880121682,0.3620936163200712,42.95883620834228,28.589689593467142
frozen_champion14,14,same_xx,factory_prepolish_deep_defect,17,10097,success,1,True,True,3034,2937,0,-0.02644623568479215,0.18011048770139465,72.39366420661693,75.03351695811621,0.1085715290752564,0.10456111787787972,1.2023697914178744,1.173480049092499,0.7646116800693474,0.6378387971998057,42.299531912164575,28.979675695156853
frozen_champion14,14,same_xx,factory_prepolish_deep_stress,25,10097,success,1,True,True,3036,2939,0,-0.02503046605672211,0.1785114672923355,72.12474901944995,74.44433045543865,0.11135357064252391,0.10861862819500122,1.6409515270553845,1.6442070775707645,1.1921226164719407,1.0633023929840248,42.299783344706086,28.9811114310262
frozen_champion14,14,same_xx,factory_prepolish_deep_stress,26,10194,success,1,True,True,3102,3005,0,0.014843614278379215,0.13279425562734684,73.83001068447066,75.84127240447037,0.10385759874814599,0.0974101910126909,1.0720574871422457,1.0071690387860026,0.8822834140748779,0.7187400602840383,42.95834139523178,28.674994390842187
frozen_champion14,14,same_xx,factory_prepolish_deep_defect,16,10000,fail_max_passes,1,False,True,3131,3034,0,0.03225988901601893,0.11261669477118885,62.77170792906369,65.37942174712583,0.11098901114096552,0.09922458629179937,1.1121224195393753,1.0078371265227772,0.7393165307133216,0.6327198757819035,42.00170710858724,29.377470010296804
frozen_champion14,14,same_xx,factory_prepolish_deep_stress,24,10000,fail_max_passes,1,False,True,3142,3045,0,0.039152108308314365,0.10514391430391012,62.77924859395898,65.17606949928233,0.11246800711949079,0.1017665078225596,1.416772495306187,1.1802584617773646,1.1469690195302766,1.0295021696853508,42.00169350260127,29.439682421779047
